Harry Potter and the Deathly Hallows: Part 2	 --- David Yates (dir.), Daniel Radcliffe, Emma Watson	 --- 2011	 --- 785,048	 --- 8.1
Höstsonaten	 --- Ingmar Bergman (dir.), Ingrid Bergman, Liv Ullmann	 --- 1978	 --- 29,096	 --- 8.1
Cool Hand Luke	 --- Stuart Rosenberg (dir.), Paul Newman, George Kennedy	 --- 1967	 --- 165,201	 --- 8.1
Les quatre cents coups	 --- François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy	 --- 1959	 --- 108,329	 --- 8.1
Ah-ga-ssi	 --- Chan-wook Park (dir.), Kim Min-hee, Ha Jung-woo	 --- 2016	 --- 121,577	 --- 8.1
Eskiya	 --- Yavuz Turgul (dir.), Sener Sen, Ugur Yücel	 --- 1996	 --- 66,061	 --- 8.1
Logan	 --- James Mangold (dir.), Hugh Jackman, Patrick Stewart	 --- 2017	 --- 668,855	 --- 8.0
Platoon	 --- Oliver Stone (dir.), Charlie Sheen, Tom Berenger	 --- 1986	 --- 388,054	 --- 8.0
Hachi: A Dog's Tale	 --- Lasse Hallström (dir.), Richard Gere, Joan Allen	 --- 2009	 --- 260,828	 --- 8.0
La haine	 --- Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé	 --- 1995	 --- 155,511	 --- 8.0
Life of Brian	 --- Terry Jones (dir.), Graham Chapman, John Cleese	 --- 1979	 --- 374,025	 --- 8.0
Spotlight	 --- Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton	 --- 2015	 --- 432,203	 --- 8.0
Hotel Rwanda	 --- Terry George (dir.), Don Cheadle, Sophie Okonedo	 --- 2004	 --- 339,107	 --- 8.0
Into the Wild	 --- Sean Penn (dir.), Emile Hirsch, Vince Vaughn	 --- 2007	 --- 585,168	 --- 8.0
Rush	 --- Ron Howard (dir.), Daniel Brühl, Chris Hemsworth	 --- 2013	 --- 443,923	 --- 8.0
Rebecca	 --- Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine	 --- 1940	 --- 126,753	 --- 8.0
Andrei Rublev	 --- Andrei Tarkovsky (dir.), Anatoliy Solonitsyn, Ivan Lapikov	 --- 1966	 --- 48,737	 --- 8.0
Monsters, Inc.	 --- Pete Docter (dir.), Billy Crystal, John Goodman	 --- 2001	 --- 832,711	 --- 8.0
Drishyam 2	 --- Jeethu Joseph (dir.), Mohanlal, Meena	 --- 2021	 --- 26,578	 --- 8.0
Amores perros	 --- Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal	 --- 2000	 --- 227,408	 --- 8.0
Ratsasan	 --- Ram Kumar (dir.), Vishnu Vishal, Amala Paul	 --- 2018	 --- 30,776	 --- 8.0
Rocky	 --- John G. Avildsen (dir.), Sylvester Stallone, Talia Shire	 --- 1976	 --- 529,758	 --- 8.0
Fa yeung nin wah	 --- Kar-Wai Wong (dir.), Tony Chiu-Wai Leung, Maggie Cheung	 --- 2000	 --- 130,765	 --- 8.0
Koe no katachi	 --- Naoko Yamada (dir.), Miyu Irino, Saori Hayami	 --- 2016	 --- 55,640	 --- 8.0
Gangs of Wasseypur	 --- Anurag Kashyap (dir.), Manoj Bajpayee, Richa Chadha	 --- 2012	 --- 86,142	 --- 8.0
It Happened One Night	 --- Frank Capra (dir.), Clark Gable, Claudette Colbert	 --- 1934	 --- 96,262	 --- 8.0
Kaze no tani no Naushika	 --- Hayao Miyazaki (dir.), Sumi Shimamoto, Mahito Tsujimura	 --- 1984	 --- 155,531	 --- 8.0
La battaglia di Algeri	 --- Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin	 --- 1966	 --- 54,750	 --- 8.0
Before Sunset	 --- Richard Linklater (dir.), Ethan Hawke, Julie Delpy	 --- 2004	 --- 242,434	 --- 8.0
Du rififi chez les hommes	 --- Jules Dassin (dir.), Jean Servais, Carl Möhner	 --- 1955	 --- 30,697	 --- 8.0
Soul	 --- Pete Docter (dir.), Jamie Foxx, Tina Fey	 --- 2020	 --- 249,142	 --- 8.0
Fanny och Alexander	 --- Ingmar Bergman (dir.), Bertil Guve, Pernilla Allwin	 --- 1982	 --- 58,840	 --- 8.0
Trois couleurs: Rouge	 --- Krzysztof Kieslowski (dir.), Irène Jacob, Jean-Louis Trintignant	 --- 1994	 --- 93,630	 --- 8.0
The Princess Bride	 --- Rob Reiner (dir.), Cary Elwes, Mandy Patinkin	 --- 1987	 --- 399,743	 --- 8.0
Sunrise: A Song of Two Humans	 --- F.W. Murnau (dir.), George O'Brien, Janet Gaynor	 --- 1927	 --- 47,752	 --- 8.0
Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni	 --- Hideaki Anno (dir.), Megumi Ogata, Megumi Hayashibara	 --- 1997	 --- 42,217	 --- 8.0
Drishyam	 --- Jeethu Joseph (dir.), Mohanlal, Meena	 --- 2013	 --- 36,154	 --- 8.0
Paris, Texas	 --- Wim Wenders (dir.), Harry Dean Stanton, Nastassja Kinski	 --- 1984	 --- 95,465	 --- 8.0
